"","Score","Tweet","Continent"
"8059",1,"Cable Matters MHL to HDMI Cable w Builtin Charger Cable for Samsung Galaxy S3S4 httptcoS3GxqUWAyx","SouthAmerica"
"8060",0,"ibeemmaswan nods and see phones we have got Samsung Galaxy S4 and Experia sigh","SouthAmerica"
"8061",-1,"Samsung Galaxy S4 2in1 case stand for those with incompatible hands httptcoKJOxuvSt76","Asia"
"8062",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoUKjayu9iig","Europe"
"8063",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptco4ihj39EKpx","Asia"
"8064",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoEok3EVXaxB","Europe"
"8065",1,"Heres a product I like that you might want to check out You can get As Galaxy S4 phone WIFI dual sim single sim o13464649item255163","SouthAmerica"
"8066",2,"Now Im toggling trying to decide if I want a Galaxy S4 or Note 3 Either one is better than the current phone I have now TeamAndroid","Europe"
"8067",0,"Samsung Galaxy S4 Battery Case with built in Flip Cover httptcoefV7AJtVqM","Asia"
"8068",1,"Galaxy S4 MHL converter the bliss of your photo gallery on the HDTV httptcon7OykZJS4d","SouthAmerica"
"8069",-1,"germsey DrJenGunter Go with the Galaxy S4 or Noteunbelievable difference","Asia"
"8070",-1,"Check out this beauty httpstcoiID9xCZ7ce","SouthAmerica"
"8071",1,"jemaleddin I could actually use something the size of the Galaxy Note 3 Its not much larger than the S4","SouthAmerica"
"8072",0,"Samsung Galaxy SIV leather flip case orange httptcoY2vF0DQKuZ","Asia"
"8073",1,"Apple is gay as fuckkkkkkk switching to the galaxy S4 ","SouthAmerica"
"8074",2,"jemaleddin its weird I thought the original iPhone was too large when I first saw it Now even my Galaxy S4 feels small","Asia"
"8075",4,"Samsung Galaxy S4 your battery life is khara When will they make a proper Twitter device that has a battery that lasts the whole day","Asia"
"8076",2,"Samsung Galaxy Note 3 and S4 to get Android 44 in January 2014 Note 2 and S3 to receive Kitkat between March and April 2014","Asia"
"8077",1,"I have a lot of people ask how to upload pictures to our page I have a Galaxy S4 and on your phone just under httptcoFIy00SnBZR","SouthAmerica"
"8078",-1,"Why doesnt the galaxy S4 have emojis Like seriously wtf is this","SouthAmerica"
"8079",1,"Otterbox Commuter Series case for Galaxy SIV httptcoW73XNHTsdm","Asia"
"8080",1,"Busy day jobs so far have included laptop cleanup iPod touch 3rd gen screen replacement and a galaxy s4 screen replacement now an unlock","Europe"
"8081",1,"SamMobiles Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoIqBg1soc0i","SouthAmerica"
"8082",3,"Galaxy S4 and Note 3 to get Android 44 officially in January S3 and Note 2 users will have to wait till April 2014","Asia"
"8083",1,"dgrey0 The Galaxy S4s a pretty solid piece of tech too Im surprised the gamble paid off this time usually they dont","Europe"
"8084",1,"About to upgrade to this iPhone or galaxy S4","SouthAmerica"
"8085",4,"httptco5wvgWUDCrj i want this but a guy in my class has one for his samsung and it looks tacky but omg","Asia"
"8086",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 httptcoF1iLwcXQcM","Asia"
"8087",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 httptco2IN5NQy1sj","Europe"
"8088",2,"httptcoYdKCNkVeGl Galaxy S4 against the HTC one in the benchmark one can not cheat TechNews httptco5siXIqXU6G","SouthAmerica"
"8089",-1,"CLibreTn is leading the competition with 43 registrations to win a Samsung Galaxy S4 You just have to sign up httptco8L88Mc0ylW","Europe"
"8090",2,"Thanks SamsungMobileUS and ATT for making 43 available to a galaxy s3 but not to my s4Why cant I update Im not current mr dm server","Asia"
"8091",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoXD58MRh8LD","SouthAmerica"
"8092",0,"SamsungMobile why is the battery life so bad on my galaxy s4 since the software update","Europe"
"8093",1,"sprintcare sprint SamsungSupport is it safe to download android jelly bean 43 on Galaxy S4 Are there any bugs afterwards SPHL720","Asia"
"8094",0,"Yeah Getting the Galaxy S4 on Black Friday","Europe"
"8095",1,"Dafuq happen to me craziness of S4I got ma new phone againGalaxy S4Happiness","Europe"
"8096",-1,"Samsung Galaxy S4 2in1 case stand for those with small hands httptco89FnUcMCZ3","Asia"
"8097",0,"monicaolenderxo Which is better iphone 5s or 5c asktwitter galaxy s4","Europe"
"8098",2,"hollieberry cant do copy paste on my shitty new phone Samsung galaxy s4 limitedfunctionality avoid like plague","Asia"
"8099",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptco8Q2eT9ty4Y","SouthAmerica"
"8100",1,"Superb mobile deals are just a click away Galaxy S4 Active DoItNow httptcoJzluS0sRuB","Europe"
"8101",1,"Otterbox Defender protective case for Galaxy S4 httptcoS4m6nRT6e2","Asia"
"8102",1,"Otterbox Defender Series protective case for Galaxy SIV httptcotnfyqoPnUQ","Asia"
"8103",0,"If this is true big kudos to Samsung way to support devices Samsung Galaxy S4 and Note3 to get KitKat in Jan httptcoQ8EDn2QEMj","Asia"
"8104",3,"of course it does The Galaxy S4 outperforms HTC One even when it cant cheat httptco8GoZHqOrOr via YahooNews","SouthAmerica"
"8105",0,"Galaxy S4 MHL converter the bliss of Gun Bros on the big screen httptcoql1uU4bwEG","Asia"
"8106",4,"My art on phone cases for the iPhone 55S 44S Galaxy S4 Available now Great gifts for any occasion httptcoLjNlW7Ca1c","Asia"
"8107",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or httptcoQAZmWAQeFf httptcoTdATK0uhy1","SouthAmerica"
"8108",1,"Otterbox Commuter protective case for Samsung Galaxy SIV httptcoLHUuyz5LiA","Europe"
"8109",1,"SGS4 desktop charging station perfect for bedside tables and office desks httptcoEADg4OYCZW","SouthAmerica"
"8110",0,"when i go to galaxy S4 i hate every second i waste it on the iPhone TY samsung","Asia"
"8111",1,"Otterbox Commuter Series case for Samsung Galaxy SIV httptcow1Vy6CYL1G","Europe"
"8112",0,"This new Galaxy S4 update decent","Europe"
"8113",0,"I hate my iPhone I think I want the Galaxy s4 ","SouthAmerica"
"8114",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to httptco65rXCMNLZU android","SouthAmerica"
"8115",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first S httptcobE7DwaZtum","Europe"
"8116",1,"AhSiangZai Rm999 exact But I still recommend Galaxy S4 mini for smooth performance","Europe"
"8117",0,"Drop 91 Price 5999 Wireless Phone Samsung Galaxy S4 Purple Sprint httptcoCzzWEhia7S","SouthAmerica"
"8118",2,"Samsung galaxy s4 now only 7999 on a 2 year tab Also get 100 off That means the phone is FREE plus you get a 20 case","SouthAmerica"
"8119",1,"Punisher Skull graphic case for Samsung Galaxy S4 httptcoB9i6KdgV2O","Europe"
"8120",0,"Recruiters please participate in our Galaxy S4 Smartphone survey httpstcofB1HLs9oXL","Asia"
"8121",1,"Dark Loden Green Quatrefoil Clover Monogram Galaxy S4 Covers Stylish and chic quatrefoil pattern This patter httptcozkI1VUzGOH","Europe"
"8122",1,"Dark Loden Green Quatrefoil Clover Monogram Galaxy S4 Covers Stylish and chic quatrefoil pattern This patter httptcob4NYkErlII","SouthAmerica"
"8123",2,"FREE phones Best tariffs All networks Samsung Galaxy S4 Mini Click now httptcoJzluS0sRuB","Europe"
"8124",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcot4kp4GPivw","Asia"
"8125",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcoy8eymjM4id","SouthAmerica"
"8126",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptco3S0yadwl6A","Asia"
"8127",0,"JHaritonov Samsung Galaxy S4 SmarFree Unlocked Black is now on sale for 39900 at Amazon Product page httptcoBSuC5yj7kj","Asia"
"8128",3,"chimeracoder Oh god I didnt know about that one This might work for stock android Ill try it later httptcosOVb54rCpd","Europe"
"8129",3,"January Make u ppl keep am Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first","Europe"
"8130",1,"Bought a Samsung Galaxy s4 for TMobile WeBuyGalaxyPhones Phones PawnShops httptcotGgy2nJPwA","Europe"
"8131",1,"Tech Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a httptcoj6V67VEw3V Onlireeks","SouthAmerica"
"8132",1,"Otterbox Commuter Series protective case for SGS4 httptcoE9mTzGaxuD","Europe"
"8133",3,"Wireless Sport Bluetooth Headset Headphones for Galaxy S3 S4 S 4 Note II III 2 3 1399 httptco1D4pc8PKCB Bluetooth cellphones","Asia"
"8134",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8135",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Asia"
"8136",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Asia"
"8137",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8138",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8139",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8140",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8141",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8142",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8143",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Europe"
"8144",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8145",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","Asia"
"8146",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8147",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8148",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto","SouthAmerica"
"8149",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcoJ6kb9QUya6","Europe"
"8150",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a httptcov8NFP8FMp6 xoopia android","Europe"
"8151",1,"Nightly Rom For Galaxy S4 Mini I9190XXUAMF7 CM 102 Install Nightly ROM for Galaxy S4 Mini GTI9190 httptcomfGcsNJ7Ya","Asia"
"8152",3,"Samsung Galaxy S4 Note 3 to get KitKat in January httptcoYTXsRqfBU7 S3 Note 2 in March Wow httptcoS83Krsuggx","Asia"
"8153",1,"news Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto followback","Asia"
"8154",1,"news Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto followback","SouthAmerica"
"8155",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcoUY7nP324gC","Europe"
"8156",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a httptcoUZInUJ5RxL Android Droid","Asia"
"8157",2,"Charming 3D Cute Cartoon Character Rabbit Design Case Cover for Samsung Galaxy S4 i9500 httptcopMhDZNmiQ1","SouthAmerica"
"8158",0,"Tryna grab a galaxy s4","Europe"
"8159",1,"SGS4 MHL converter the euphoria of your photo gallery on the big screen httptcoKzvxWDn52h","Asia"
"8160",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcoQiZimYEuaF","Europe"
"8161",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to httptco92md2MK3c0 Sienco","Asia"
"8162",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptco7uOxWpl1nA","SouthAmerica"
"8163",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcobGWT4xhT04","Asia"
"8164",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcopdB7dF1XcD","Europe"
"8165",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a httptcoqIVDxH6KtA","Asia"
"8166",1,"Higher capacity battery upgrade with rear cover for Samsung Galaxy SIV httptcoTFFMWX2CaJ","Europe"
"8167",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the httptcoIrspEJrOj0","Europe"
"8168",1,"SkyCrafter99 Bellaxmmcpe Screen cap on galaxy s4 is power button and home button lol you didnt know I have one","Asia"
"8169",2,"Share pls Samsung Galaxy S4 and Note 3 to get KitKat in January httptco2IwRxUXJwK ianyip TechzedNews mattaguilera","Asia"
"8170",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcofhinfO7tTg","Europe"
"8171",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoQbkUuIDuul","SouthAmerica"
"8172",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to httptcoHWyGuHGiiw Android","SouthAmerica"
"8173",1,"Bling Crystal Diamond Cell Phone Case Cover Samsung Galaxy S4 3D Disney Tiger 600 0 Bids End Date Friday httptcon4QoPmQ4Jc","Europe"
"8174",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or httptco4UYj5teETd android technology","Asia"
"8175",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to httptcoTxM777NPK6 android","Asia"
"8176",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to httptcoKdn0HVjlvh contest","SouthAmerica"
"8177",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcomfEfDCgb6P","Asia"
"8178",2,"There are some folks watching you climb that wont offer a hand but wI think ima drop iPhone 5 and fuck with galaxy S4 ","SouthAmerica"
"8179",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a httptcoS3DrZ81cn5 via androidcentral Android","Asia"
"8180",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcow1VyWZsuMG","SouthAmerica"
"8181",2,"Nearly finished saving for my Galaxy s4 but will be sad letn my s2 go","Asia"
"8182",0,"RMorales18 SkyCrafter99 Galaxy s4 u cant Well i could in s2 But not S4","SouthAmerica"
"8183",1,"Android News Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a tr httptcoB8xJsyQnbN","SouthAmerica"
"8184",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptco9FqwTX8RQb","SouthAmerica"
"8185",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoXI4TLn6ZeR","Europe"
"8186",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcolHZ4y1mArB","Europe"
"8187",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoXDlL8KkMHI","SouthAmerica"
"8188",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoILb7IUBzqr","Europe"
"8189",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoDibObY3Hgr","Europe"
"8190",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptco4LgHgh29kp","SouthAmerica"
"8191",2,"OneStop Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be httptco53qT6Iq84I","Europe"
"8192",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcoSOEN8KASW8","SouthAmerica"
"8193",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcocfOPV2a7Lx","SouthAmerica"
"8194",2,"Samsung Galaxy S4 and Note 3 to get KitKat in January A newly leaked schedule reveals which will be the first httptcowOEllu3Aq3","SouthAmerica"
